Part,Ward,Booth Address,Total,
1740064,999,"Govt. Higher Primary School, Room No 4, Kithaganur",1537,
1740065,999,"Govt. Higher Primary School, Room No 1, Hirandahalli",734,
1740066,999,"Govt. Higher Primary School, Room No 2, Hirandahalli",705,
1740067,999,"Govt. Higher Primary School, Room No 2, Hirandahalli",1070,
1740068,999,"Govt. Higher Primary School, Room No 3, Hirandahalli",1276,
1740069,999,"Govt. Lower Primary School, Room No 1, Cheemasandra",825,
1740070,999,"Govt. Lower Primary School, Room No 2, Cheemasandra",751,
1740071,999,"Govt. Lower Primary School , Room No 3, Cheemasandra",1116,
1740072,999,"Govt. Lower Primary School, Room No 4, Cheemasandra",977,
1740073,999,"Govt. Lower Primary School, Room No 1, Konadasapura",1338,
1740074,999,"Govt. Lower Primary School, Room No 2, Konadasapura",1236,
1740075,999,"Govt. Lower Primary School, Room No 3, Konadasapura",890,
1740076,999,"Anganawadi Centre, Room No-1, Konadasapura",810,
1740077,999,"Govt. Lower Primary School, Room No-1, Katamanalluru",1183,
1740078,999,"Govt. Lower Primary School, Room No-2, Katamanalluru",1128,
1740079,999,Govt. Lower Primary School Goravigere,1333,
1740080,999,"Govt. Higher Primary School, Old Building, Room No-1, Khaji Sonnenahalli",997,
1740081,999,"Govt. Higher Primary School, Old Building, Room No-2, Khajisonnenahalli",1030,
1740082,999,"James English Primary And High School, Room No 1, Avalahalli",1037,
1740083,999,"James English Primary And High School, Room No 2, Avalahalli",1074,
1740084,999,"James English Primary And High School, Room No 3, Avalahalli",1048,
1740085,999,"James English Primary And High School, Room No 4, Avalahalli",972,
1740086,999,"Govt Higher Primary School Avalahalli, Room No-1",1125,
1740087,999,"Govt Higher Primary School Avalahalli, Room No-2",955,
1740088,999,"Muneshwara Vidyanikethana School, Avalahalli",1292,
1740089,999,"Govt. Lower Primary School, Room No-1, Veerenahalli",1073,
1740090,999,"Govt. Lower Primary School, Room No-2, Veerenahalli",1018,
1740091,999,"Samudaya Bhavana, Veerenahalli",842,
1740092,999,"Govt. Higher Primary School, Room No-1, Doddabanahalli",1258,
1740093,999,"Govt. Higher Primary School, Room No-1, Chikkabanahalli",1242,
1740094,999,"Govt. Lower Primary School, Room No-1, Bidare Agrahara",1610,
1740095,999,"Govt. Lower Primary School, Room No-2, Bidare Agrahara",1160,
1740096,999,"Govt. Lower Primary School, Bandapura",1161,
1740097,999,"Govt. Higher Primary School, Room No 1, Kannamangala",773,
1740098,999,"Govt. Higher Primary School, Room No 2, Kannamangala",1385,
1740099,999,"Govt. Higher Primary School, Room No 3, Kannamangala",850,
1740100,999,"Govt. Higher Primary School, Room No 1, Bevinamarada Colony",920,
1740101,999,"Govt. Higher Primary School, Room No 2, Bevinamarada Colony",1419,
1740102,999,"Govt. Higher Primary School, Room No 4, Kannamangala",846,
1740103,999,"Govt. Lower Primary School Room No 1, Kumbena Agrahara (K Dommasandra)",1168,
1740104,54,"Govt. Lower Primary School Room NO 1, Kumbena Agrahara",1457,
1740105,999,"Govt. Lower Primary School, Room No 01, Kurudu Sonnenahalli",538,
1740106,999,"Govt. Lower Primary School, Room No 02, Kurudu Sonnenahalli",958,
1740107,999,"Govt. Higher Primary School, Room No 1, Sheegehalli",1514,
1740108,999,"Govt. Higher Primary School, Room No 2, Sheegehalli",1469,
1740109,999,"Govt. Higher Primary School, Room No 3, Sheegehalli",1609,
1740110,999,"Govt. Higher Primary School, Room No 4, Sheegehalli",1781,
1740111,54,"Govt. Higher Primary School, Room No 1, Belathur",1495,
1740112,54,"Govt. Higher Primary School, Room No 2, Belathur",1525,
1740113,54,"Govt. Higher Primary School, Room No 3, Belathur",1437,
1740114,54,"Milk Producer Co-Operative Society, Belathur",1217,
1740115,54,"Govt. Higher Primary School, Room No 1, Belathur Colony",906,
1740116,54,"Govt. Higher Primary School, Room No 2, Belathur Colony",992,
1740117,54,"Govt. Higher Primary School, Room No 3, Belathur Colony",974,
1740118,54,"Govt. Higher Primary School, Room No 4, Belathur Colony",808,
1740119,83,"Govt. Higher Primary School, Room No 1, Kadugodi Plantation",1419,
1740120,83,"Govt. Higher Primary School, Room No 2, Kadugodi Plantation",1359,
1740121,83,"Govt Higher Primary School, Room No 3, Kadugodi Plantation",1064,
1740122,83,"Govt. Higher Primary School, Room No 1, Channasandra",1478,
1740123,83,"Govt. Higher Primary School, Room No 2, Channasandra",1425,
1740124,83,"Govt. Higher Primary School, Room No 3, Channasandra",1120,
1740125,83,"Govt. Higher Primary School, Room No 4, Channasandra",1334,
1740126,83,"Govt. Higher Primary School, Room No 5, Channasandra",1470,
1740127,83,"Govt. Higher Primary School, Room No 6, Channasandra",1444,
1740128,83,"Govt. Lower Primary School, Room No 1, A K G Colony, Channasandra",972,
1740129,83,"Govt. Lower Primary School, Room No 2, A K G Colony, Channasandra",1036,
1740130,83,"Govt. Lower Primary School, Room No 3, A K G Colony, Channasandra",1168,
1740131,83,"Govt. Lower Primary School, Room No 4, A K G Colony, Channasandra",982,
1740132,83,"Govt. Model Primary School, Room No 1, Kadugodi",1041,
1740133,83,"Govt. Model Primary School, Room No 2, Kadugodi",1008,
1740134,83,"Govt. Model Primary School, Room No 3, Kadugodi",1436,
1740135,83,"Govt. Model Primary School, Room No 4,kadugodi",1396,
1740136,83,"Govt. Modal Primary School, Room No 5,kadugodi",1052,
1740137,83,"Govt. Modal Primary School, Room No 6,Kadugodi",1214,
1740138,83,"Govt. Model Primary School, Room No 7,Kadugodi",1105,
1740139,83,"Govt. Higher  Urdu  Primary School, Room No 1,Kadugodi",1409,
1740140,83,"Govt. Urdu Higher Primary School, Room No 2,Kadugodi",654,
1740141,83,"Govt. Urdu Higher Primary School, Room No 3,Kadugodi",1279,
1740142,83,"Govt. Model Primary School, Kadugodi, Room No-8",1168,
1740143,83,"Govt. Model Primary School, Kadugodi, Room No-9",1147,
1740144,83,"Adam English school,Kadugodi Room No-1",1534,
1740145,83,Adam English School kadugodi Room no 2,1613,
1740146,83,"Nemmadi Kendra, Kadugodi, Room No-1",1478,
1740147,54,"Govt. Higher Primary School, Room No 1, Sadaramangala",1466,
1740148,54,"Govt. Higher Primary School, Room No 2, Sadaramangala",1011,
1740149,54,"Govt. Higher Primary School, Room No 3, Sadaramangala",807,
1740150,54,"Govt. Higher Primary School, Room No 4, Sadaramangala",1180,
1740151,54,"Govt. Lower Primary School, Room No 1, Kodigehalli",1522,
1740152,54,Diya Academy Of Learning School Room No 1 Ayyappa Nagara,1176,
1740153,54,Diya Academy Of Learning School Room No 2 Ayyappa Nagara,1249,
1740154,54,"Govt. Higher Primary School, Room No 1, Hoodi",884,
1740155,54,"Govt. Higher Primary School, Room No 2, Hoodi",952,
1740156,54,"Govt. Higher Primary School, Room No 3, Hoodi",1037,
1740157,54,"Govt. Higher Primary School, Room No 4, Hoodi",1040,
1740158,54,"Govt. Higher Primary School, Room No 5, Hoodi",1512,
1740159,54,"Govt. Higher Primary School, Room No 6, Hoodi",1223,
1740160,54,"Narayana e-Techno School, Room No-01, Ayyappanagar",958,
1740161,54,"Narayana e-Techno School, Room No-02, Ayyappanagar",708,
1740162,54,"Narayana e-Techno School, Room No-03, Ayyappanagar",928,
1740163,54,"Narayana e-Techno School, Room No-04, Ayyappanagar",828,
1740164,54,"Narayana e-Techno School, Room No-05, Ayyappanagar",987,
1740165,54,"Narayana e-Techno School, Room No-06, Ayyappanagar",887,
1740166,54,"Narayana e-Techno School, Room No-07, Ayyappanagar",1085,
1740167,54,"Narayana e-Techno School, Room No-08, Ayyappanagar",963,
1740168,54,"Narayana e-Techno School, Room No-09, Ayyappanagar",964,
1740169,54,"Narayana e-Techno School, Room No-10, Ayyappanagar",853,
1740170,54,"Narayana e-Techno School, Room No-11, Ayyappanagar",995,
1740171,82,"Florence Public School, Room No. 1 Hoodi Basavannanagar Main Road",1136,
1740172,82,"Florence Public School, Room No. 2 Hoodi Basavannanagar Main Road",1180,
1740173,82,"Florence Public School, Room No. 3 Hoodi Basavannanagar Main Road",1279,
1740174,82,"Florence Public School, Room No. 4 Hoodi Basavannanagar Main Road",918,
1740175,82,"Florence Public School, Room No. 5 Hoodi Basavannanagar Main Road",901,
1740176,54,"Govt. Higher Primary School, Room No 7, Hoodi",1209,
1740177,54,"Govt. P U Collage,  Room No-1, Hoodi",1148,
1740178,54,"Govt. P U Collage,  Room No-2, Hoodi",1423,
1740179,54,"Govt. P U Collage, Room No-3, Hoodi",1502,
1740180,82,"Govt. Higher Primary School, Room No 1, Kaverinagar",1333,
1740181,82,"Govt. Higher Primary School, Room No 2, Kaverinagar",1258,
1740182,82,"Govt. Higher Primary School, Room No 3, Kaverinagar",1081,
1740183,82,"Govt. Higher Primary School, Room No 4, Kaverinagar",1057,
1740184,82,"Govt. Higher Primary School, Room No 5, Kaverinagar",1507,
1740185,82,"Govt. Higher Primary School, Room No 6, Kaverinagar",998,
1740186,82,"Govt. Higher Primary School, Room No 7, Kaverinagar",1031,
1740187,82,"Shri Ramakrishna School, Goshale Road, Garudachar Palya, Room No-1",1108,
1740188,82,"Shri Ramakrishna School, Goshale Road, Garudacharpalya, Room No-2",909,
1740189,82,Samudhaya Bhavana Srishakthi Nirmana Building,957,
1740190,82,"Shri Ramakrishna School, Goshale Road, Garudacharpalya, Room No-3",1178,
1740191,82,Oxford English School Room No 1 Goshala Road Papiah Reddy layout,803,
1740192,82,Oxford English School Room No 2 Goshala Road Papiah Reddy layout,915,
1740193,82,"Govt Model Primary School, Room No-1, Garudacharpalya",1493,
1740194,82,"Govt Model Primary School, Room No-2, Garudacharpalya",1106,
1740195,82,"Govt Model Primary School, Room No-3, Garudacharpalya",1870,
1740196,82,"Govt Composite High School, Room No-1, Garudacharpalya",1298,
1740197,82,"Govt Composite High School, Room No-2, Garudacharpalya",1041,
1740198,82,"Govt Composite High School, Room No-3, Garudacharpalya",1432,
1740199,82,"Govt Composite High School, Room No-4, Garudacharpalya",1313,
1740200,82,"Govt Composite High School, Room No-5, Garudacharpalya",988,
1740201,82,"Govt Composite High School, Room No-6, Garudacharpalya",666,
1740202,82,"Govt Composite High School, Room No-7, Garudacharpalya",788,
1740203,82,"Govt Composite High School, Room No-8, Garudacharpalya",722,
1740204,84,"Govt Lower Primary School, Room No-1, Nagondanahalli",1430,
1740205,84,"Govt Lower Primary School, Room No-2, Nagondanahalli",1553,
1740206,84,"Govt Lower Primary School, Room No-3, Nagondanahalli",1484,
1740207,84,"Govt Higher Primary School, Room No-1, Gandhipura",1133,
1740208,84,"Govt Higher Primary School, Room No-2, Gandhipura",1138,
1740209,84,"Govt Lower Primary School, Room No-1, Vijayanagara",1397,
1740210,84,"Govt Lower Primary School, Room No-2, Vijayanagara",1567,
1740211,84,"Govt Lower Primary School, Room No-3, Vijayanagara",1363,
1740212,84,"Govt Higher Primary School, Room No-3, Gandhipura",1444,
1740213,84,"Govt Higher Primary School, Room No-4, Gandhipura",1082,
1740214,84,"Govt Higher Primary School, Room No-5, Gandhipura",1097,
1740215,84,"Govt Higher Primary School, Room No-6, Gandhipura",851,
1740216,84,"Kuvempu Shathamanothsava Govt Model Primary School, Room No-1, Immadihalli",1114,
1740217,84,"Kuvempu Shathamanothsava Govt Model Primary School, Room No-2, Immadihalli",1124,
1740218,84,"Kuvempur Shatamanotsava Govt. Model Primary School, Room No-3, Immadihalli",1255,
1740219,84,"Kuvempu Shathamanothsava Govt Model Primary School,, Room No-4, Immadihalli",1588,
1740220,84,"Kuvempu Shatamanothsava Govt Model Primary School, Room No-5, Immadihalli",935,
1740221,84,"Kuvempu Shatamanothsava Govt Model Primary School, Room No-6, Immadihalli",824,
1740222,84,"Kuvempu Shatamanothsava Govt Model Primary School, Room No-7, Immadihalli",964,
1740223,84,"Kuvempu Shatamanothsava Govt Model Primary School, Room No-8, Immadihalli",778,
1740224,84,"Kuvempu Shatamanothsava Govt Model Primary School, Room No-9, Immadihalli",1164,
1740225,84,"Kuvempu Shatamanothsava Govt Model Primary School, Room No-10, Immadihalli",1437,
1740226,84,"Kuvempu Shatamanothsava Govt Model Primary School, Room No-11, Immadihalli",1510,
1740227,84,"Kuvempu Shatamanothsava Govt Model Primary School, Room No-12, Immadihalli",1424,
1740228,83,"Govt Lower Primary School, Room No-1, Pattanduru Agrahara (Ambedkar Nagara)",1163,
1740229,83,"Govt Lower Primary School, Room No-2, Pattanduru Agrahara (Ambedkar Nagara)",1100,
1740230,83,"Govt Lower Primary School, Room No-3, Pattanduru Agrahara (Ambedkar Nagara)",1178,
1740231,83,"St Joseph Convent, Room No-1, Whitefield",1107,
1740232,83,"St Joseph Convent, Room No-2, Whitefield",1096,
1740233,83,"St. Joseph Convent, Room No-3, Whitefield",1554,
1740234,83,"St Joseph Convent, Room No-4, Whitefield",1308,
1740235,83,"St Joseph Convent, Room No-5, Whitefield",1450,
1740236,82,"Govt Higher Primary School, Room No-1, Basavannanagara",916,
1740237,82,"Govt Higher Primary School, Room No-2, Basavannanagara",705,
1740238,82,"Govt Higher Primary School, Room No-3, Basavannanagar",1187,
1740239,82,"Govt Lower Primary School, Sonnenahalli Room No 1",1037,
1740240,82,"Govt Lower Primary School, Sonnenahalli Room No 2",1049,
1740241,85,"Govt. Higher Primary School, Room No-1, Doddanekkundi",1018,
1740242,85,"Govt. Higher Primary School, Room No-2, Doddanekkundi",1317,
1740243,85,"Govt Higher Primary School, Room No-3, Doddanekkundi",1133,
1740244,85,"Govt Higher Primary School, Room No-4, Doddanekkundi",1133,
1740245,85,"Govt Higher Primary School, Room No-5, Doddanekkundi",1530,
1740246,85,"Govt Higher Primary School, Room No-6, Doddanekkundi",1356,
1740247,85,"RJS Nursery & Primary School, Room No -1, Doddanekkundi",1056,
1740248,85,"RJS Nursery & Primary School, Room No-2, Doddanekkundi",1219,
1740249,85,"R J S Nursery & Primary School, Room No 3, Doddanekkundi",1322,
1740250,85,"Vibgyor School Room No 01, Doddanekkundi",1215,
1740251,85,"Vibgyor School Room No 02, Doddanekkundi",813,
1740252,85,B M A Collage Room No 1 Doddanekkundi,985,
1740253,85,B M A Collage Room No 2 Doddanekkundi,1025,
1740254,85,"Kidz Pathashala, Room No 01, 9th Cross Vinayaka Layout, Doddanekkundi.",1154,
1740255,85,"Kidz Pathashala, Room No 02, 9th Cross Vinayaka Layout, Doddanekkundi.",1098,
1740256,85,"Govt. Composite High School, Room No-1, Doddanekkundi",1386,
1740257,85,"Govt. Composite High School, Room No-2, Doddanekkundi",1083,
1740258,85,"Govt. Composite High School, Room No-3, Doddanekkundi",757,
1740259,85,"Govt. Composite High School, Room No-4, Doddanekkundi",1288,
1740260,85,"Govt. Composite High School, Room No-5, Doddanekkundi",862,
1740261,85,"Govt Lower Primary School, Room No-1, Kundalahalli Colony",1599,
1740262,85,"Govt Lower Primary School, Room No-2, Kundalahalli Colony",1207,
1740263,85,Samudaya Bhavana Kundalahalli Colony Room No 1,964,
1740264,85,Old Ward Office Kundalahalli Colony 5th Cross,1064,
1740265,85,"Govt Higher Primary School, Room No-1, Kundalahalli",1367,
1740266,85,"Govt Higher Primary School, Room No-2, Kundalahalli",1058,
1740267,85,"Ryan International School, Room No 01, Kundalahalli",953,
1740268,85,"Ryan International School, Room No 02, Kundalahalli",916,
1740269,85,Help Center Near Wataer Tank A E C S Layout E Block Kundalahalli Room No 1,1452,
1740270,85,Help Center Near Wataer Tank A E C S Layout E Block Kundalahalli Room No 2,1353,
1740271,85,BBMP New Ward Office A E C S Layout A Block Kundalahalli,968,
1740272,85,Senior Citizen Center A E C S Layout A Block Kundalahalli,1021,
1740273,85,Bangalore One Center A E C S Layout A Block Kundalahalli,839,
1740274,85,"Kindle Kare Kids School, No 481 B Block AECS Layout Kundalahalli",878,
1740275,82,"Govt Higher Primary School, Room No 1, Pattanduru Agrahara",1478,
1740276,82,"Govt Higher Primary School, Room No.2, Pattanduru Agrahara",1472,
1740277,84,"St.Thomas School Inner Circle,Room No-1 Whitefield",1428,
1740278,84,St.Thomas School Inner Circle Room No-2 Whitefield,1304,
1740279,84,St Thomas School Inner Circle Room No-3 Whitefield,1121,
1740280,84,St Thomas School Inner Circle Room No-4 Whitefield,1312,
1740281,84,St Thomas School Inner Circle Room No-5 Whitefield,1527,
1740282,84,St Thomas School Inner Circle School Room No-6 Whitefield,1411,
1740283,84,"Govt Higher Primary School, Room No 1, Nallurahalli",1333,
1740284,84,"Govt Higher Primary School, Room No 2, Nallurahalli",1180,
1740285,84,"Govt Higher Primary School, Room No 3, Nallurahalli",1486,
1740286,84,"Govt Higher Primary School, Room No 4, Nallurahalli",1304,
1740287,84,"Glentree academy School, Room No-1 Nallurahalli",1196,
1740288,84,"Glentree Academy School, Room No-2 Nallurahalli",1240,
1740289,85,"Govt Lower Primary School, Room No-1, Chinnappanahalli",1192,
1740290,85,"Govt Lower Primary School, Room No-2, Chinnappanahalli",1419,
1740291,85,"Royal English School, Room No-1, Chinnappanahalli",1543,
1740292,85,"YOUR CHILD NEXT HOME , Room No-1, Chinnappanahalli",1353,
1740293,85,"Vimanapura Primary School, Room No-1, East Layout, GBJ Colony, Marathahalli",1239,
1740294,85,"Vimanapura Primary School, Room No-2, East Colony, GBJ Colony, Marathahalli",689,
1740295,86,"New Age School,Room no 1, Marath Halli",1225,
1740296,86,"Govt. Higher Primary School, Room No-1, (Sanjayanagara) Marathahalli",1355,
1740297,86,"Govt. Higher Primary School, Room No-2, (Sanjayanagara) Marathahalli",894,
1740298,86,"Govt. HIgher Primary School, Room No-3, (Sanjayanagara) Marathahalli",1445,
1740299,86,"Govt. Higher Primary School, Room No-4, (Sanjayanagara) Marathahalli",1119,
1740300,86,"Govt. Higher Primary School, Room No-5, (Sanjayanagara) Marathahalli",881,
1740301,86,"Govt. Higher Primary School, Room No-6, (Sanjayanagara) Marathahalli",1009,
1740302,86,"Govt. Lower Primary School, Room No-1, Ashwathanagara, Munnekolalu",1213,
1740303,86,"Govt. Lower Primary School, Room No-2, Ashwathanagara, Munnekolalu",1359,
1740304,86,"Govt. Lower Primary School, Room No-3, Ashwathanagara, Munnekolalu",1290,
1740305,86,"Govt. Lower Primary School, Room No-4, Ashwathanagara, Munnekolalu",864,
1740306,85,"Navapragna Public School, Munnekolalu, Room No-4",1322,
1740307,85,Navaprajna Public School Room-1  Munnekolalu,1336,
1740308,85,"Navaprajna Public School, Room-2  Munnekolalu",1260,
1740309,85,"Navaprajna Public School, Room-3 Munnekolalu",1201,
1740310,86,"Kaveri Gnana Mithra School, Room No-1, T.C.H College Road, Kaveri Layout, Marathahalli, Bangalore-560 037",985,
1740311,86,"Kaveri Gnana Mithra School, Room No-2, T.C.H College Road, Kaveri Layout, Marathahalli, Bangalore-560 037",931,
1740312,86,"Kaveri Gnana Mithra School, Room No-3, T.C.H College Road, Kaveri Layout, Marathahalli, Bangalore-560 037",1373,
1740313,86,"Kaveri Gnana Mithra School Room No. 04 T.C.H. College Road, Kaveri Layout, Marathahalli, Bangalore-560037",1337,
1740314,86,"M V J College Of Education  Room No 1, Marathahalli",1086,
1740315,86,"M V J College of Education Roon No 2, Marathahalli",1102,
1740316,86,MVJ College Of Education Room No. 3 Maratha halli,1257,
1740317,86,"Govt. Higher Primary School, (New Building) Room No-1, Balaji Layout, Marathahalli, Bangalore-560 037",1240,
1740318,86,"Kids Global School, Room no 1,Marath Halli",1360,
1740319,149,"Govt. Higher Primary School, Room No-1, Munnekolalu",1482,
1740320,149,"Govt Higher Primary School, Room No-2, Munnekolalu",1067,
1740321,149,"Govt Higher Primary School, Room No-3, Munnekolalu",1293,
1740322,149,"Govt Higher Primary School, Room No 4, Munnekolalu",1338,
1740323,149,"Govt Higher Primary School, Room No 5, Munnekolalu",1480,
1740324,149,"Govt Higher Primary School, Room No 6, Munnekolalu",1399,
1740325,149,"Govt Higher Primary School, Room No 7, Munnekolalu",1413,
1740326,149,"Govt Higher Primary School, Room No 8, Munnekolalu",1291,
1740327,149,"Govt Higher Primary School, Room No 9, Munnekolalu",1524,
1740328,149,"Govt Higher Primary School, Room No 10, Munnekolalu",1349,
1740329,149,"Govt Higher Primary School, Room No 11, Munnekolalu",1530,
1740330,149,"Govt Higher Primary School, Room No 12, Munnekolalu",1425,
1740331,86,"Reddy Janasangha College,Room no 1, 9th Cross, Marath Halli",1299,
1740332,86,"Reddy Janasangha College, Room no 2,9th Cross, Marath Halli",713,
1740333,150,SRI CHAITANYA TECHNO SCHOOL ROOM NO- 01 MUNEKOLALU,1389,
1740334,150,SRI CHAITANYA TECHNO SCHOOL ROOM NO 02 MUNEKOLALU,1121,
1740335,150,SRI CHAITANYA TECHNO SCHOOL ROOM NO 03 MUNEKOLALU,1321,
1740336,86,"Govt Model Higher Primary School, Room No 1, Yamaluru",1478,
1740337,86,"Govt Model Higher Primary School, Room No 2, Yamaluru",1235,
1740338,86,"Govt Model Higher Primary School, Room No 3, Yamaluru",1355,
1740339,86,"Govt Model Higher Primary School, Room No 4, Yamaluru",940,
1740340,86,"Govt Model Higher Primary School, Room No 5, Yamaluru",1085,
1740341,150,"Govt Lower Primary School, Room No 1, Kempapura",815,
1740342,150,"Govt Lower Primary School, Room No 1, B.Nagasandra",1165,
1740343,150,"Govt Lower Primary School, Room No 2, B.Nagasandra",1006,
1740344,150,"Govt Higher Primary School, Room No 1, Challaghatta",1516,
1740345,150,"Govt. Higher Primary School,Room No.2, Challaghatta",1505,
1740346,85,"Govt. Lower Primary School, New Building, Room No.1, Thoobarahalli",1505,
1740347,85,"Govt. Lower Primary School, New Building, Room No.2, Thoobarahalli",1522,
1740348,85,"Govt. Lower Primary School, New Building, Room No.3, Thoobarahalli",1093,
1740349,85,"Govt. Lower Primary School, New Building, Room No.4, Thoobarahalli",935,
1740350,85,"Vibgyor High Room No.1, Thoobarahalli",1033,
1740351,85,"Vibgyor High Room No.2, Thoobarahalli",813,
1740352,85,Narayana PU Collage Room No 1 BEML Layout Thubarahalli,1371,
1740353,85,Narayana PU Collage Room No 2 BEML Layout Thubarahalli,1093,
1740354,84,"Govt. Lower Primary School, New Room No.1, Siddapura",1071,
1740355,84,"Govt. Lower Primary School, New Room No.2, Siddapura",1102,
1740356,84,"Govt. Lower Primary School, New Room No.3 Siddapura",1230,
1740357,84,"Govt. Lower Primary School, New Room No.4 Siddapura",1295,
1740358,84,"Govt. Higher Primary School, Room No.1, Ramagondanahalli",1418,
1740359,84,"Govt. Higher Primary School, Room No.2 Ramagondanhalli",1496,
1740360,84,"Govt. Higher Primary School, Room No.3 Ramagondanahlli",1485,
1740361,84,"Govt. Higher Primary School, Room No.4, Ramagondanahalli",1387,
1740362,149,"Govt. Higher Primary School, Room No.1, Sorahunase",1317,
1740363,149,"Govt. Higher Primary School, Room No.2, Sorahunase",1124,
1740364,149,"Govt. Boy's Students Hostel, Room No.1, Madhuranagara",1038,
1740365,149,"Govt. Boy's Students Hostel, Room No.2, Madhuranagara",1125,
1740366,149,"Govt. Boy's Students Hostel, Room No.3, Madhuranagara",1325,
1740367,149,"Govt. Lower Primary School, Room No.1, Valepura",1236,
1740368,149,"Govt Pre univercity College, Room No 1, Varthur",1629,
1740369,149,"Govt Pre Univercity College, Room No.2, Varthur",1445,
1740370,149,"Govt Pre univercity  College, Room No 3, Varthur",978,
1740371,149,"Govt Pre univercity  College, Room No 4, Varthur",834,
1740372,149,"Govt Pre univercity  College, Room No 5, Varthur",943,
1740373,149,"Govt Pre univercity  College, Room No 6, Varthur",1086,
1740374,149,"Govt Per univercity College, Room No 7, Varthur",1420,
1740375,149,"Govt Pre univercity College, Room No 8, Varthur",1558,
1740376,149,"Govt Higher Primary School, Room No 1, Varthur",934,
1740377,149,"Govt Higher Primary School, Room No 2, Varthur",957,
1740378,149,"Govt Higher Primary School, Room No 3, Varthur",1160,
1740379,149,"Govt Higher Primary School, Room No 4, Varthur",1440,
1740380,149,"Govt Higher Primary School, Room No 5, Varthur",1014,
1740381,149,"Govt Higher Primary School, Room No 6, Varthur",1035,
1740382,149,"Govt Higher Primary School, Room No 7, Varthur",670,
1740383,149,"Govt Higher Primary School, Room No 1, Balagere",1381,
1740384,149,"Govt Higher Primary School, Room.No.2, Balagere",1637,
1740385,150,"Govt Lower Primary School, Room.No.1, Kadubeesanahalli",1396,
1740386,150,"Govt Lower Primary School, Room.No.2, Kadubeesanahalli",695,
1740387,150,"Govt Lower Primary School, Room.No.3, Kadubeesanahalli",926,
1740388,150,"Govt Lower  Primary School, Room.No.1, Bhoganahalli",1377,
1740389,150,"Govt Lower Primary School, Room.No.2, Bhoganahalli",1461,
1740390,150,"Anganavadi Center, Room No 1, Bellanduru",898,
1740391,150,"Anganavadi Center, Room No 2, Bellanduru",1022,
1740392,150,"Narayana E Techno School, Room No 1, Bellanduru",1146,
1740393,150,"Narayana E Techno School, Room No 2, Bellanduru",1373,
1740394,150,"B B M P Office Room No.1, Bellanduru",1212,
1740395,150,"Narayana E Techno School, Room No 3, Bellanduru",1477,
1740396,150,"Narayana E Techno School Room No 04, Bellanduru",571,
1740397,150,"Narayana E Techno School Room No 05, Bellanduru",1128,
1740398,150,"Govt Lower Primary School, Room.No.1, Kariyammana Agrahara",1029,
1740399,150,"Govt Lower Primary School, Room.No.2, Kariyammana Agrahara",919,
1740400,149,"Govt. Higher Primary School, Room No.1,Panathur",1264,
1740401,149,"Govt. Higher Primary School, Room No.2,Panathur",1181,
1740402,149,"Govt.Higher Primary School, Room No.3,Panathur",1189,
1740403,149,"Govt.Higher Primary School, Room No.4,Panathur",1183,
1740404,149,"Govt.Higher Primary School, Room No.5,Panathur",1563,
1740405,149,"Govt. Higher Primary School, Room No.6,Panathur",1583,
1740406,149,"Govt.Higher Primary School, Room No.7, Panathur",1319,
1740407,149,"Govt. Lower Primary School, Room No.1, Gunjurupalya",1065,
1740408,149,"Govt. Lower Primary School, Room No.2, Gunjurupalya",1076,
1740409,149,"Govt. Model Higher Primary School, Room No.1, Gunjuru",1099,
1740410,149,"Govt. Model Higher Primary School, Room No.2, Gunjuru",1635,
1740411,149,"Govt. Model Higher Primary School, Room No.3, Gunjur",1589,
1740412,149,"Govt. Model Higher Primary School, Room No.4, Gunjur",1634,
1740413,999,"Govt. Lower Primary School, Room No-1, Kachamaranahalli",1058,
1740414,150,"Govt. Higher Primary School, Room No.1, Devarabeesanahalli",1506,
1740415,150,"Govt. Higher Primary School, Room No.2, Devarabeesanahalli",1607,
1740416,150,"Govt. Higher Primary School, Room No.3, Devarabeesanahalli",1342,
1740417,150,"Govt. Higher Primary School, Room No.4, Devarabeesanahalli",1245,
1740418,150,"Govt. Higher Primary School, Room No.5, Devarabeesanahalli",1473,
1740419,150,"Govt. Urdu Lower Primary School Room No-1, Bellandur",1460,
1740420,150,"Govt. Urdu Lower Primary School Room No-2, Bellandur",1243,
1740421,150,"Govt. Model Primary School, Room No.1, Bellandur",1054,
1740422,150,"Govt. Model Primary School, Room No.2, Bellandur",1167,
1740423,150,"Govt. Higher Primary School, Room No.1, Kaikondrahalli",1453,
1740424,150,"Govt. Higher Primary School, Room No.2, Kaikondrahalli",1449,
1740425,150,"Govt. Higher Primary School, Room No.3, Kaikondrahalli",1585,
1740426,150,"Govt. Higher Primary School, Room No.4, Kaikondrahalli",1338,
1740427,150,"Govt. Lower Primary School, Kasavanahalli Room No.1",825,
1740428,150,"Govt. Lower Primary School, Kasavanahalli Room No.3",1349,
1740429,150,"Govt. Lower Primary School, Kasavanahalli Room No.2",1617,
1740430,150,"Govt. Lower Primary School, Kasavanahalli Room No.4",1424,
1740431,150,Acts Of Hope Primary & High School Room No 1,1080,
1740432,150,Acts Of Hope Primary & High School Room No 2,1052,
1740433,150,"Govt Lower Primary School ,Kasavanahalli Room No 5",1361,
1740434,150,"Govt Lower Primary School , Room No 1, Haralur",1851,
1740435,150,"Govt Lower Primary School , Room No 2, Haralur",1705,
